store_number,city,zipcode,street,street_number,latitude,longitude,title,subtitle,text,phone,fax,email,store_hours,store_hours_notes,payment,website,distribution,parking,barrier_free,bonus_card,section,service,toilet,default_radius
66105,"Arana Hills",4054,"Patricks Rd & Dawson Pde",,-27.399113,152.958812,"Arana Hills Shopping Centre",,,"(07) 3351 4333",30/12/2019,,,,,,,,,,,,,
66095,Chermside,4032,"Gympie Rd & Hamilton Rd",,-27.38567,153.032659,"Westfield Shopping Centre",,,"(07) 3267 2900",30/12/2019,,,,,,,,,,,,,
66090,Capalaba,4157,"Moreton Bay Rd",,-27.523688,153.194273,"Capalaba Central",,,"(07) 3900 3700",30/12/2019,,,,,,,,,,,,,
66080,Capalaba,4157,"Redland Bay Rd & Mt Cotton Rd",,-27.525201,153.191809,"Capalaba Park Shopping Centre",,,"(07) 3900 7500",30/12/2019,,,,,,,,,,,,,
66075,Coorparoo,4151,"252 Old Cleveland Rd",,-27.495451,153.056885,,,,"(07) 3397 9711",30/12/2019,,,,,,,,,,,,,
66070,Corinda,4075,"Oxley Rd & Clewley St",,-27.53867,152.982858,,,,"(07) 3379 8199",30/12/2019,,,,,,,,,,,,,
66050,"Cannon Hill",4170,"Creek Rd & Wynnum Rd",,-27.471404,153.098918,"Cannon Hill Plaza Shopping Centre",,,"(07) 3183 5500",30/12/2019,,,,,,,,,,,,,
66045,"Burleigh Waters",4220,"Bermuda St & Reedy Creek Rd",,-28.099068,153.425249,,,,"(07) 5593 4107",30/12/2019,,,,,,,,,,,,,
66040,Burpengary,4505,"164-168 Station Rd",,-27.153463,152.973553,,,,"(07) 3491 4400",30/12/2019,,,,,,,,,,,,,
66035,Bundaberg,4670,"George St & Maryborough St",,-24.872028,152.349495,"Hinkler Central - Shop M/02",,,"(07) 4155 8200",30/12/2019,,,,,,,,,,,,,
66030,"Browns Plains",4118,"Mt Lindesay Hwy & Browns Plains Rd",,-27.662122,153.039772,,,,"(07) 3809 3344",30/12/2019,,,,,,,,,,,,,
66005,Caboolture,4510,"60-78 King St",,-27.085341,152.948882,"Caboolture Park Shopping Centre",,,"(07) 5316 2100",30/12/2019,,,,,,,,,,,,,
65990,Toombul,4012,"1015 Sandgate Rd",,-27.40968,153.060849,"Toombul Shopping Centre",,,"(07) 3370 2100",30/12/2019,,,,,,,,,,,,,
65985,"The Gap",4061,"1000 Waterworks Rd",,-27.446154,152.952466,"The Gap Village Shopping Centre",,,"(07) 3300 3144",30/12/2019,,,,,,,,,,,,,
65960,"Toowoomba City",4350,"Margaret St & Clifford St",,-27.561176,151.947905,,,,"(07) 4632 3422",30/12/2019,,,,,,,,,,,,,
65950,"Sunnybank Hills",4109,"Compton Rd & Calam Rd",,-27.610911,153.05596,,,,"(07) 3712 5600",30/12/2019,,,,,,,,,,,,,
65940,"Sunnybank Hills",4109,"Beenleigh Rd & Pine Rd",,-27.589793,153.060801,"Pinelands Plaza",,,"(07) 3345 5888",30/12/2019,,,,,,,,,,,,,
65935,Strathpine,4500,"Kensington Ave & Soverign Way",,-27.297446,152.976621,"Kensington Shopping Centre - Bray Park",,,"(07) 3205 4055",30/12/2019,,,,,,,,,,,,,
65930,Sunnybank,4109,"Mains Rd & Mccullough St",,-27.5694,153.062075,"Sunnybank Plaza Shopping Centre",,,"(07) 3345 4433",30/12/2019,,,,,,,,,,,,,
65925,"Surfers Paradise",4217,"Gold Coast Hwy & Elkhorn Ave",,-27.999574,153.42745,,,,"(07) 5538 1466",30/12/2019,,,,,,,,,,,,,
65920,Taigum,4018,"312 & 320 Roghan Rd",,-27.342389,153.04272,,,,"(07) 3624 3000",30/12/2019,,,,,,,,,,,,,
65915,"Mango Hill",4509,"Cnr Of Anzac Rd And Halpine Dr",,-27.242541,153.026313,"Westfield Shopping Centre",,,"(07) 3490 3600",30/12/2019,,,,,,,,,,,,,
65910,"Upper Coomera",4210,"Cnr Reserve Rd & Mt Tambourine/Oxenford Rd",,-27.899404,153.284383,,,,"(07) 5561 8311",30/12/2019,,,,,,,,,,,,,
65890,"Wynnum West",4178,"Wynnum Rd",,-27.457077,153.155232,"Wynnum Plaza Shopping Centre",,,"(07) 3396 0088",30/12/2019,,,,,,,,,,,,,
65855,Wynnum,4178,"132-140 Florence St",,-27.445376,153.172036,,,,"(07) 3906 7500",30/12/2019,,,,,,,,,,,,,
65850,Waterford,4133,"Cnr Kingston - Beenleigh & Tygum Rds",,-27.693096,153.135053,,,,"(07) 3805 5500",30/12/2019,,,,,,,,,,,,,
65845,"Victoria Point",4165,"Cnr Bunker Rd & Redland Bay Rd",,-27.588325,153.280868,,,,"(07) 3820 5000",30/12/2019,,,,,,,,,,,,,
65840,"Mount Gravatt",4122,"55 Creek Rd",,-27.539605,153.08186,"Gravatt Plaza",,,"(07) 3452 6400",30/12/2019,,,,,,,,,,,,,
65835,"Upper Mount Gravatt",4122,"1932 Logan Rd",,-27.557748,153.081125,"Gravatt Plaza",,,"(07) 3420 7800",30/12/2019,,,,,,,,,,,,,
65825,Worongary,4213,"1 Mudgeeraba Rd",,-28.047882,153.354346,"Unit 6",,,"(07) 5525 1600",30/12/2019,,,,,,,,,,,,,
65820,"Logan Central",4114,"Wembley Rd & Wilbur St",,-27.643236,153.112277,"Woodridge Plaza Shopping Centre",,,"(07) 3208 9344",30/12/2019,,,,,,,,,,,,,
65815,"West End",4101,"Mollison St & Boundary Rd",,-27.476473,153.012209,,,,"(07) 3844 1677",30/12/2019,,,,,,,,,,,,,
65805,Strathpine,4500,"Cnr Gympie & Learmonth St",,-27.306566,152.991693,,,,"(07) 3490 4200",30/12/2019,,,,,,,,,,,,,
65795,Nerang,4211,"Station St & Cayuga Rd",,-27.997851,153.338355,,,,"(07) 5578 3322",30/12/2019,,,,,,,,,,,,,
65790,"Murrumba Downs",4503,"Dohles Rocks Rd & Goodrich Rd",,-27.272211,153.016743,,,,"(07) 3482 0600",30/12/2019,,,,,,,,,,,,,
65775,"Noosa Heads",4567,"Lanyana Way",,-26.398895,153.08957,"Noosa Fair Shopping Centre",,,"(07) 5343 1200",30/12/2019,,,,,,,,,,,,,
65770,"North Ipswich",4305,"Cnr The Tce & Downs St",,-27.607834,152.758589,"Ipswich Riverlink",,,"(07) 3281 3496",30/12/2019,,,,,,,,,,,,,
65765,Newmarket,4051,"Enoggera Rd & Edmonstone St",,-27.437545,153.008533,,,,"(07) 3356 6198",30/12/2019,,,,,,,,,,,,,
65755,"New Farm",4005,"85 Merthyr Rd",,-27.466884,153.04753,,,,"(07) 3183 5100",30/12/2019,,,,,,,,,,,,,
65740,Mooloolaba,4557,"Venning St & Walan St",,-26.679214,153.116813,,,,"(07) 5478 3933",30/12/2019,,,,,,,,,,,,,
65735,"Middle Park",4074,"92 Horizon Dr",,-27.555106,152.922739,,,,"(07) 3723 3800",30/12/2019,,,,,,,,,,,,,
65730,"Mermaid Waters",4218,"Bermuda St & Markeri St",,-28.045849,153.407999,,,,"(07) 5554 0200",30/12/2019,,,,,,,,,,,,,
65725,Miami,4220,"Nundah Ave & Gold Coast Hwy",,-28.074057,153.444107,,,,"(07) 5535 2188",30/12/2019,,,,,,,,,,,,,
65710,Morningside,4170,"Wynnum Rd & Junction Rd",,-27.465027,153.079173,,,,"(07) 3399 0850",30/12/2019,,,,,,,,,,,,,
65700,Morayfield,4506,"197 Morayfield Rd",,-27.10425,152.949424,,,,"(07) 5498 9337",30/12/2019,,,,,,,,,,,,,
65675,Springwood,4127,"Cinderella Dr",,-27.612375,153.124878,"Arndale Shopping Centre",,,"(07) 3208 4088",30/12/2019,,,,,,,,,,,,,
65670,"Stafford Heights",4053,"261 Appleby Rd",,-27.392545,153.011504,Rode,,,"(07) 3359 6511",30/12/2019,,,,,,,,,,,,,
65655,Southport,4215,"223-225 Scarborough St",,-27.969558,153.415265,"Australia Fair Shopping Centre",,,"(07) 5668 4900",30/12/2019,,,,,,,,,,,,,
65650,Redcliffe,4021,"Cnr Ashmole Rd & Klingner Rd",,-27.21952,153.098673,,,,"(07) 3480 3100",30/12/2019,,,,,,,,,,,,,
65640,"Pelican Waters",4551,"Pelican Waters Blvd",,-26.833851,153.10878,"Lot 100",,,"(07) 5492 4644",30/12/2019,,,,,,,,,,,,,
65635,"Pacific Paradise",4564,"722-728 David Low Way",,-26.614289,153.082602,"North Shore",,,"(07) 5448 8488",30/12/2019,,,,,,,,,,,,,
65630,Ormeau,4208,"180-186 Pascoe Rd",,-27.763348,153.244987,,,,"(07) 5547 5055",30/12/2019,,,,,,,,,,,,,
65610,"Peregian Springs",4573,"1 Ridgeview Dr",,-26.497028,153.079572,,,,"(07) 5471 4100",30/12/2019,,,,,,,,,,,,,
312406,Morwell,3840,"Princes Hwy",,-38.23667538625,146.42990159283,"Mid Valley Shopping Centre",,,,,,,,,,,,,,,,,
312405,Wodonga,3690,"182 - 184 High St",,-36.122273880066,146.88837039812,,,,,,,,,,,,,,,,,,
312404,Brighton,3186,"26 - 34 Church Sts",,-37.913156566043,144.9929459724,,,,,,,,,,,,,,,,,,
312403,"Botanic Ridge",3177,"Cnr Craig rd & Hummingbird dr",,-38.149580888442,145.28979992614,"Botanica Junction S/C",,,,,,,,,,,,,,,,,
312402,"Blackburn North",3130,"Cnr Springfield & Williams Rd",,-37.811344757017,145.15354111863,"Blackburn Square",,,,,,,,,,,,,,,,,
312401,Richmond,3121,"271 Bridge Rd",,-37.818050861896,144.99883486053,,,,,,,,,,,,,,,,,,
312400,Coburg,3058,"28 Victoria St",,-37.742193450374,144.96389301481,,,,,,,,,,,,,,,,,,
312399,Sydenham,3037,"Watergardens shopping centre",,-37.699138277862,144.77682554419,,,,,,,,,,,,,,,,,,
312349,"South Morang",3752,"330-484 Mcdonalds Rd",,-37.650817981585,145.06891969448,,,,,,,,,,,,,,,,,,
312348,"Melton South",3338,"216 Ferris Rd",,-37.713917030119,144.60207454414,,,,,,,,,,,,,,,,,,
312347,Woodlea,3335,"Cnr Fields St And Elmhurst Ave",,-37.713198729426,144.67285095382,,,,,,,,,,,,,,,,,,
312346,"Armstrong Creek",3217,"700 - 540 Torquay Rd",,-38.227506318481,144.33956076831,,,,,,,,,,,,,,,,,,
312345,Frankston,3199,"330 Cranbourne Rd",,-38.152678598909,145.16606520469,,,,,,,,,,,,,,,,,,
312344,Richmond,3121,"160 Swan St",,-37.825720560621,144.99474046291,,,,,,,,,,,,,,,,,,
312343,"East Brunswick",3056,"127-139 Nicholson St",,-37.772204977329,144.97916743312,,,,,,,,,,,,,,,,,,
312342,Tarneit,3029,"200 Hummingbird Blvd",,-37.834291024789,144.651317267,,,,,,,,,,,,,,,,,,
308061,Mickleham,3064,"200 Donnybrook Rd",,-37.536581218664,144.91960263958,,,,"(03) 7031 4700",,,,,,,,,,,,,,
295015,Woodend,3442,"61 High St",,-37.358298,144.525777,"Store Hours May Vary",,,"(03) 8539 0700",30/12/2019,,,,,,,,,,,,,
295012,Northcote,3070,"Separation St",,-37.769143,145.001297,"Store Hours May Vary",,,"(03) 9482 9086",30/12/2019,,,,,,,,,,,,,
295011,Mornington,3931,"61 Mornington Tyabb Rd",,-38.234381,145.050956,"Store Hours May Vary",,,"(03) 5972 3200",30/12/2019,,,,,,,,,,,,,
295010,Mernda,3754,"1435 Plenty Rd",,-37.599947,145.095387,"Store Hours May Vary",,,"(03) 9085 7200",30/12/2019,,,,,,,,,,,,,
295009,Kew,3101,"369 High St",,-37.803919,145.038014,"Store Hours May Vary",,,"(03) 4243 4700",30/12/2019,,,,,,,,,,,,,
295008,Elsternwick,3185,"445-457 Glen Huntly Rd",,-37.884836,145.006905,"Store Hours May Vary",,,"(03) 9084 7680",30/12/2019,,,,,,,,,,,,,
283301,Werribee,3030,"143 Watton St",,-37.90271,144.659153,"Store Hours May Vary",,,"(03) 9741 2111",30/12/2019,,,,,,,,,,,,,
283300,Warrnambool,3280,"27 Hopkins Hwy",,-38.368553,142.495185,"Store Hours May Vary - Northpoint Shopping Centre",,,"(03) 5559 0700",30/12/2019,,,,,,,,,,,,,
283299,Warrnambool,3280,"131-141 Lava St",,-38.381579,142.48385,"Store Hours May Vary",,,"(03) 5564 4900",30/12/2019,,,,,,,,,,,,,
283298,Wallan,3756,"79 High St",,-37.413285,144.978438,"Store Hours May Vary - Shop 8",,,"(03) 5783 3233",30/12/2019,,,,,,,,,,,,,
283297,"Surrey Hill",3127,"126 Union Rd",,-37.82421,145.097362,"Store Hours May Vary - Local Surrey Hills",,,"(03) 7022 9900",30/12/2019,,,,,,,,,,,,,
283296,Somerville,3912,"49 Eramosa Rd",,-38.224031,145.170297,"Store Hours May Vary",,,"(03) 5973 1500",30/12/2019,,,,,,,,,,,,,
283295,"Point Cook",3030,"1 Main St",,-37.882535,144.734623,"Store Hours May Vary",,,"(03) 9394 2300",30/12/2019,,,,,,,,,,,,,
283294,Mornington,3931,"78 Barkly St",,-38.219247,145.03998,"Store Hours May Vary - Mornington Central Shopping Centre",,,"(03) 5975 5933",30/12/2019,,,,,,,,,,,,,
283292,Mildura,3500,"149 Eighth St",,-34.183366,142.15988,"Store Hours May Vary",,,"(03) 5023 3821",30/12/2019,,,,,,,,,,,,,
283291,Melbourne,3000,"203-245 Latrobe St",,-37.809974,144.963382,"Store Hours May Vary - Central West Plaza",,,"(03) 9663 5245",30/12/2019,,,,,,,,,,,,,
283290,Lynbrook,3975,"75 Lynbrook Blvd",,-38.052142,145.256798,"Store Hours May Vary",,,"(03) 8787 5755",30/12/2019,,,,,,,,,,,,,
283289,Kilmore,3764,"Sydney St & Clarke St",,-37.287465,144.948209,"Store Hours May Vary",,,"(03) 5781 0005",30/12/2019,,,,,,,,,,,,,
283288,"Hoppers Crossing",3030,"50 Old Geelong Rd",,-37.881786,144.70353,"Store Hours May Vary",,,"(03) 8754 6500",30/12/2019,,,,,,,,,,,,,
283286,Cranbourne,3977,"125 South Gippsland Hwy",,-38.108467,145.281801,"Store Hours May Vary",,,"(03) 5991 1100",30/12/2019,,,,,,,,,,,,,
283285,Chadstone,3148,"1341 Dandenong Rd",,-37.885465,145.084372,"Store Hours May Vary - Chadstone S/C",,,"(03) 9568 2311",30/12/2019,,,,,,,,,,,,,
283284,"Carrum Downs",3201,"335 Ballarto Rd",,-38.11538,145.193121,"Store Hours May Vary - Carrum Downs Plaza",,,"(03) 8770 5400",30/12/2019,,,,,,,,,,,,,
283283,Camberwell,3124,"735 Riversdale Rd",,-37.833348,145.077462,"Store Hours May Vary - Middle Camberwell",,,"(03) 9058 9600",30/12/2019,,,,,,,,,,,,,
283282,Braybrook,3019,"330 Ballarat Rd",,-37.777735,144.851814,"Store Hours May Vary",,,"(03) 9136 0300",30/12/2019,,,,,,,,,,,,,
283281,"Airport West",3042,"Matthews Ave",,-37.714894,144.884698,"Store Hours May Vary - Shop 1-M01",,,"(03) 8318 4700",30/12/2019,,,,,,,,,,,,,
281041,"Waurn Ponds",3216,"173-199 Pioneer Rd",,-38.199896,144.3169,"Store Hours May Vary",,,"(03) 5247 3000",30/12/2019,,,,,,,,,,,,,
281038,"Wantirna South",3152,"Cnr Burwood Hwy & Stud Rd",,-37.868223,145.240691,"Store Hours May Vary - Knox City Shopping Centre",,,"(03) 9801 5297",30/12/2019,,,,,,,,,,,,,
281037,Tarneit,3029,"540 Tarneit Rd",,-37.859759,144.666407,"Store Hours May Vary",,,"(03) 8754 2700",30/12/2019,,,,,,,,,,,,,
281036,Tarneit,3029,"540 Derrimut Rd",,-37.837296,144.691337,"Store Hours May Vary",,,"(03) 8065 6800",30/12/2019,,,,,,,,,,,,,
281034,"South Morang",3752,"290 Gordons Rd",,-37.629621,145.079394,"Store Hours May Vary - Mill Park Lakes",,,"(03) 9407 3600",30/12/2019,,,,,,,,,,,,,
281031,Shepparton,3630,"Cnr Vaughanst & Maude St",,-36.383035,145.401062,"Store Hours May Vary",,,"(03) 5858 8600",30/12/2019,,,,,,,,,,,,,
281030,Seymour,3660,"18 Tallarook St",,-37.023571,145.133651,"Store Hours May Vary",,,"(03) 5799 1122",30/12/2019,,,,,,,,,,,,,
281029,Sale,3850,"37-39 Cunningham Rd",,-38.106923,147.06458,"Store Hours May Vary - Gippsland Shopping Centre",,,"(03) 5144 4466",30/12/2019,,,,,,,,,,,,,
281028,"Roxburgh Park",3064,"250 Somerton Rd",,-37.638695,144.930844,"Store Hours May Vary",,,"(03) 9303 2600",30/12/2019,,,,,,,,,,,,,
281027,Ringwood,3134,"171 Maroondah Hwy",,-37.812026,145.230093,"Store Hours May Vary - Eastland",,,"(03) 9879 6956",30/12/2019,,,,,,,,,,,,,
281024,"Patterson Lakes",3197,"116 Gladesville Blvd",,-38.068452,145.145028,"Store Hours May Vary",,,"(03) 9782 7500",30/12/2019,,,,,,,,,,,,,
281023,Pakenham,3810,"140 Windemere Blvd",,-38.063007,145.506722,"Store Hours May Vary - Cardinia Lakes",,,"(03) 5945 2900",30/12/2019,,,,,,,,,,,,,
281022,"Narre Warren",3805,"352 Princess Hwy",,-38.018282,145.306303,"Store Hours May Vary - Fountain Gate",,,"(03) 8794 0400",30/12/2019,,,,,,,,,,,,,
281021,Myrtleford,3737,"37 - 41 Clyde St",,-36.561403,146.726345,"Store Hours May Vary",,,"(03) 5752 1111",30/12/2019,,,,,,,,,,,,,
281020,Mulgrave,3170,"608 Ferntree Gully Rd",,-37.904893,145.162017,"Store Hours May Vary - Brandon Park Shopping Centre",,,"(03) 9560 5645",30/12/2019,,,,,,,,,,,,,
281018,Mildura,3500,"832 Fifteenth St",,-34.210825,142.139606,"Store Hours May Vary",,,"(03) 5024 4300",30/12/2019,,,,,,,,,,,,,
281015,Mccrae,3939,"729 Point Nepean Rd",,-38.351592,144.922509,"Store Hours May Vary",,,"(03) 5986 2833",30/12/2019,,,,,,,,,,,,,
281014,Maryborough,3465,"92-96 Burke St",,-37.048939,143.741351,"Store Hours May Vary",,,"(03) 5460 3000",30/12/2019,,,,,,,,,,,,,
281012,Lara,3212,"2 - 4 Waverley Rd",,-38.023554,144.410502,"Store Hours May Vary",,,"(03) 5283 8400",30/12/2019,,,,,,,,,,,,,
281011,Lalor,3075,"22 Mckimmies Rd",,-37.675033,145.035241,"Store Hours May Vary - Lalor Plaza",,,"(03) 9466 1511",30/12/2019,,,,,,,,,,,,,
281007,Heidelberg,3084,"56 Burgundy St",,-37.755848,145.069432,"Store Hours May Vary - Warringal Mall Shopping Centre",,,"(03) 9459 7011",30/12/2019,,,,,,,,,,,,,
281006,"Glen Iris",3146,"350-354 Tooronga Rd",,-37.846197,145.04547,"Store Hours May Vary",,,"(03) 8823 6300",30/12/2019,,,,,,,,,,,,,
281005,Footscray,3011,"250 Paisley St",,-37.801668,144.897531,"Store Hours May Vary - Footscray Plaza Shopping Centre",,,"(03) 9680 1300",30/12/2019,,,,,,,,,,,,,
281004,"Ferntree Gully",3156,"1880 Ferntree Gully Rd",,-37.883696,145.275316,"Store Hours May Vary - Mountain Gate Shopping Centre",,,"(03) 9758 5432",30/12/2019,,,,,,,,,,,,,
281002,Bendigo,3550,"69-75 Mcivor Rd",,-36.757602,144.29604,"Store Hours May Vary",,,"(03) 5443 0833",30/12/2019,,,,,,,,,,,,,
281001,Drysdale,3222,"26-32 Murradoc Rd",,-38.174169,144.572928,"Store Hours May Vary",,,"(03) 5216 3500",30/12/2019,,,,,,,,,,,,,
281000,"Deer Park",3021,"28-72 Neale Rd",,-37.751924,144.77586,"Store Hours May Vary - Brimbank",,,"(03) 9363 9100",30/12/2019,,,,,,,,,,,,,
280999,"Deer Park",3030,"20 Mt Derrimut Rd",,-37.783744,144.771533,"Store Hours May Vary - Derrimut Village",,,"(03) 8361 3400",30/12/2019,,,,,,,,,,,,,
280998,Dandenong,3175,"Cnr Clow & Walker St",,-37.986506,145.218271,"Store Hours May Vary - Dandenong Plaza",,,"(03) 9791 9700",30/12/2019,,,,,,,,,,,,,
280997,Cranbourne,3977,"91S Spring Hill Dr",,-38.084987,145.292843,"Store Hours May Vary",,,"(03) 5991 8100",30/12/2019,,,,,,,,,,,,,
280995,Craigieburn,3064,"340 Craigieburn Rd",,-37.592059,144.915221,"Store Hours May Vary - D00-01",,,"(03) 8358 7200",30/12/2019,,,,,,,,,,,,,
280994,Cowes,3922,"114-112 Thompson Ave",,-38.452695,145.238475,"Store Hours May Vary",,,"(03) 5951 2400",30/12/2019,,,,,,,,,,,,,
280993,Colac,3250,"140-144 Bromfield St",,-38.340999,143.593363,"Store Hours May Vary",,,"(03) 5216 3700",30/12/2019,,,,,,,,,,,,,
280991,"Coburg North",3058,"174 Gaffney St",,-37.731607,144.950327,"Store Hours May Vary",,,"(03) 8371 9300",30/12/2019,,,,,,,,,,,,,
280989,"Clyde North",3977,"280 Berwick - Cranbourne Rd",,-38.118429,145.321155,"Store Hours May Vary",,,"(03) 5991 6300",30/12/2019,,,,,,,,,,,,,
280988,Clayton,3168,"1389 Centre Rd",,-37.928089,145.118151,"Store Hours May Vary",,,"(03) 9544 9530",30/12/2019,,,,,,,,,,,,,
280985,Camberwell,3124,"13-14 Burke Rd",,-37.829295,145.056389,"Store Hours May Vary - Enter Via Harold St For Loading Bay",,,"(03) 9805 8900",30/12/2019,,,,,,,,,,,,,
280984,Burnside,3023,"15-25 Westwood Dr",,-37.759016,144.753677,"Store Hours May Vary",,,"(03) 8361 8399",30/12/2019,,,,,,,,,,,,,
280983,Boronia,3155,"Cnr Floriston & Chandler Rds",,-37.861288,145.287362,"Store Hours May Vary - Boronia Shopping Centre",,,"(03) 9762 4476",30/12/2019,,,,,,,,,,,,,
280982,Berwick,3806,"95 O'Shea Rd",,-38.061454,145.340182,"Store Hours May Vary",,,"(03) 9703 9300",30/12/2019,,,,,,,,,,,,,
278690,Wodonga,3690,"Cnr Of Hovell St And Elgin Blvd",,-36.120247,146.888853,"Store Hours May Vary",,,"(02) 6048 6700",30/12/2019,,,,,,,,,,,,,
278687,"Epping North",3076,"315A Harvest Home Rd",,-37.621379,145.006554,"Store Hours May Vary - Aurora Village",,,"(03) 8535 4000",30/12/2019,,,,,,,,,,,,,
67785,Eltham,3095,"Main Rd & Arthur St",,-37.71511,145.14841,"Store Hours May Vary - Eltham Village Shopping Centre",,,"(03) 9431 4377",30/12/2019,,,,,,,,,,,,,
67780,"Endeavour Hills",3802,"Matthew Flinders Av & Heatherton Rd",,-37.977707,145.257871,"Store Hours May Vary - Endeavour Hills Shopping Centre",,,"(03) 9706 2488",30/12/2019,,,,,,,,,,,,,
67775,Epping,3076,"High St & Cooper St",,-37.654341,145.018862,"Store Hours May Vary",,,"(03) 9401 3722",30/12/2019,,,,,,,,,,,,,
67765,Echuca,3564,"Darling St & Hare St",,-36.130998,144.749353,"Store Hours May Vary",,,"(03) 7505 3900",30/12/2019,,,,,,,,,,,,,
67755,Essendon,3040,"1144-1146 Mt Alexander Rd",,-37.743724,144.910692,"Store Hours May Vary",,,"(03) 9379 6700",30/12/2019,,,,,,,,,,,,,
67750,"Forest Hill",3131,"Mahoneys Rd & Canterbury Rd",,-37.834937,145.164565,"Store Hours May Vary - Forest Hill Shopping Centre",,,"(03) 9894 2344",30/12/2019,,,,,,,,,,,,,
67745,Frankston,3199,"Keys St & Ross Smith Ave",,-38.141695,145.123249,"Store Hours May Vary",,,"(03) 9783 9200",30/12/2019,,,,,,,,,,,,,
67735,Fitzroy,3065,"95-103 Johnston St",,-37.798064,144.977967,"Store Hours May Vary",,,"(03) 9415 2100",30/12/2019,,,,,,,,,,,,,
67730,Flemington,3031,"320-386 Epsom Rd",,-37.782217,144.915027,"Store Hours May Vary - Showgrounds Village S/C - Ascot Vale - Shop 1A",,,"(03) 8371 5000",30/12/2019,,,,,,,,,,,,,
67725,Drouin,3818,"Young St & Hope St",,-38.134284,145.856126,"Store Hours May Vary",,,"(03) 5625 1004",30/12/2019,,,,,,,,,,,,,
67720,"Croydon North",3136,"Maroondah Hwy & Exeter Rd",,-37.770721,145.293914,"Store Hours May Vary",,,"(03) 9726 8266",30/12/2019,,,,,,,,,,,,,
67710,Dandenong,3175,"23-26 Princes Hwy",,-37.982908,145.213536,"Store Hours May Vary",,,"(03) 9706 8899",30/12/2019,,,,,,,,,,,,,
67700,"Cranbourne West",3977,"Duff St & Monahans Rd",,-38.103075,145.265544,"Store Hours May Vary",,,"(03) 5995 5546",30/12/2019,,,,,,,,,,,,,
67695,Croydon,3136,"Kent Ave & Wicklow Ave",,-37.793659,145.278573,"Store Hours May Vary - Croydon Market Shopping Centre",,,"(03) 9725 3122",30/12/2019,,,,,,,,,,,,,
67690,Daylesford,3460,"Albert St & Bridport St",,-37.342046,144.141504,"Store Hours May Vary",,,"(03) 5325 7200",30/12/2019,,,,,,,,,,,,,
67685,Doncaster,3108,"Williamsons Rd & Doncaster Rd",,-37.786635,145.125823,"Store Hours May Vary - Westfield Shopping Centre",,,"(03) 9856 1700",30/12/2019,,,,,,,,,,,,,
67680,"Doncaster East",3109,"Blackburn Rd & Reynolds Rd",,-37.761305,145.16974,"Store Hours May Vary - The Pines",,,"(03) 8863 2100",30/12/2019,,,,,,,,,,,,,
67675,Donvale,3111,"Doncaster Rd & Tunstall Rd",,-37.791134,145.171668,"Store Hours May Vary - Tunstall Square Shopping Centre",,,"(03) 8841 1200",30/12/2019,,,,,,,,,,,,,
67660,"Diamond Creek",3089,"67 Main Hurstbridge Rd",,-37.673515,145.159638,"Store Hours May Vary",,,"(03) 9438 1999",30/12/2019,,,,,,,,,,,,,
67655,Horsham,3400,"Darlot St & Roberts Ave",,-36.71399,142.197655,"Store Hours May Vary",,,"(03) 5382 4566",30/12/2019,,,,,,,,,,,,,
67650,Ivanhoe,3079,"4 Livingston St",,-37.767871,145.04136,"Store Hours May Vary - Ivanhoe Plaza Shopping Centre",,,"(03) 9490 2300",30/12/2019,,,,,,,,,,,,,
67645,Healesville,3777,"251 Maroondah Hwy",,-37.652381,145.518221,"Store Hours May Vary - The Walk Shopping Centre",,,"(03) 5962 5841",30/12/2019,,,,,,,,,,,,,
67635,"Hoppers Crossing",3030,"Derrimut Rd & Heaths Rd",,-37.874925,144.679284,"Store Hours May Vary - Werribee Plaza Shopping Centre",,,"(03) 9974 7300",30/12/2019,,,,,,,,,,,,,
67620,Kilsyth,3137,"520-526 Mt Dandenong Rd",,-37.80288,145.310043,"Store Hours May Vary",,,"(03) 9725 5655",30/12/2019,,,,,,,,,,,,,
67615,Lalor,3075,"47-71 May Rd",,-37.672673,145.016952,"Store Hours May Vary",,,"(03) 9465 5511",30/12/2019,,,,,,,,,,,,,
67610,"Keilor Downs",3038,"Taylors Rd",,-37.72738,144.807046,"Store Hours May Vary - Keilor Downs Plaza Shopping Centre",,,"(03) 9367 9133",30/12/2019,,,,,,,,,,,,,
67605,Keysborough,3173,"Cheltenham Rd & Kingsclere Ave",,-37.992367,145.171712,"Store Hours May Vary - Parkmore Keysborough Shopping Centre",,,"(03) 8769 1700",30/12/2019,,,,,,,,,,,,,
67600,Kialla,3631,"8025 Goulburn Valley Hwy & Riverview Dr",,-36.408011,145.391314,"Store Hours May Vary - Riverside Plaza",,,"(03) 5823 9000",30/12/2019,,,,,,,,,,,,,
67595,Hastings,3915,"Church St & Victoria St",,-38.306296,145.191418,"Store Hours May Vary",,,"(03) 5979 1700",30/12/2019,,,,,,,,,,,,,
67585,"Glen Waverley",3150,"Springvale Rd & High St",,-37.876858,145.164927,"Store Hours May Vary - The Glen Shopping Centre",,,"(03) 7505 3100",30/12/2019,,,,,,,,,,,,,
67580,Glenferrie,3122,"689-699 Glenferrie Rd",,-37.820014,145.035451,"Store Hours May Vary",,,"(03) 9818 1234",30/12/2019,,,,,,,,,,,,,
